,action 1
202,9.13
203,9.39
204,10.12
205,9.25
206,8.71
207,9.26
208,9.72
209,9.58
210,9.82
211,10.64
212,10.02
213,10.92
214,11.28
215,9.5
216,9.67
217,10.09
218,9.75
219,9.43
220,9.86
221,10.1
222,9.32
223,10.52
224,9.63
225,10.13
226,10.44
227,10.57
228,9.17
229,10.4
230,10.16
231,10.44
232,10.32
233,9.15
234,9.01
235,10.42
236,10.2
237,9.72
238,10.45
239,11.12
240,9.4
241,9.97
242,10.48
243,9.22
244,10.9
245,10.3
246,9.99
247,10.83
248,10.22
249,10.05
250,9.7
251,9.94
252,9.63
253,10.65
254,9.61
255,9.52
256,10.08
257,10.39
258,10.6
259,10.6
260,9.49
261,10.33
262,8.81
263,10.41
264,9.63
265,10.22
266,9.27
267,10.14
268,9.6
269,10.82
270,10.61
271,9.6
272,9.24
273,10.2
274,9.15
275,9.16
276,9.76
277,9.87
278,10.14
279,9.62
280,9.49
281,8.85
282,10.39
283,10.31
284,11.01
285,9.53
286,11.36
287,10.25
288,10.46
289,9.55
290,8.62
291,10.49
292,10.17
293,9.34
294,9.41
295,9.56
296,9.6
297,10.72
298,9.1
299,10.23
300,10.87
301,10.76
302,10.03
303,10.16
304,9.65
305,9.34
306,10.28
307,9.92
308,10.5
309,9.66
310,9.91
311,10.46
312,9.4
313,10.48
314,9.42
315,9.62
316,10.65
317,10.92
318,10.76
319,11.15
320,10.01
321,11.09
322,9.79
323,9.23
324,11.05
325,10.45
326,10.96
327,10.87
328,9.43
329,10.22
330,9.86
331,10.11
332,10.17
333,9.9
334,9.73
335,9.6
336,9.24
337,10.84
338,10.16
339,10.65
340,9.14
341,9.86
342,10.96
343,9.7
344,10.59
345,11.09
346,10.51
347,10.51
348,10.37
349,9.35
350,9.35
351,11.15
352,10.88
353,10.69
354,10.59
355,10.95
356,10.89
357,10.59
358,10.41
359,10.37
360,9.87
361,11.51
362,9.79
363,10.36
364,10.55
365,10.73
366,10.02
367,10.36
368,9.82
369,11.55
370,10.2
371,9.73
372,10.98
373,8.73
374,9.66
375,9.52
376,10.33
377,9.42
378,9.87
379,9.2
380,10.83
381,9.61
382,10.85
383,10.52
384,9.55
385,10.38
386,10.16
387,11.37
388,11.3
389,10.42
390,11.58
391,10.53
392,8.88
393,9.1
394,10.55
395,10.19
396,10.53
397,10.17
398,9.58
399,9.08
400,8.99
401,11.09
402,10.61
403,9.42
404,10.78
405,10.08
406,9.96
407,8.39
408,10.27
409,10.37
410,9.45
411,9.87
412,9.76
413,9.59
414,11.12
415,9.68
416,10.57
417,10.12
418,10.95
419,10.51
420,10.6
421,11.21
422,10.98
423,9.82
424,10.62
425,10.02
426,10.09
427,9.15
428,9.71
429,10.38
430,9.39
431,9.65
432,9.52
433,9.91
434,9.92
435,10.67
436,9.79
437,10.56
438,10.95
439,11.05
440,10.44
441,10.12
442,10.38
443,11.26
444,9.42
445,8.83
446,11.16
447,8.91
448,10.84
449,10.73
450,10.92
451,9.42
452,11.34
453,10.42
454,9.69
455,10.38
456,9.83
457,9.08
458,10.28
459,9.95
460,10.29
461,9.53
462,10.1
463,10.16
464,10.19
465,9.21
466,10.02
467,10.96
468,9.96
469,10.76
470,10.12
471,10.63
472,10.99
473,10.19
474,10.08
475,10.38
476,8.91
477,10.71
478,10.74
479,10.03
480,9.72
481,9.62
482,9.98
483,11.19
484,10.57
485,9.56
486,10.87
487,10.36
488,9.77
489,9.79
490,11.24
491,10.53
492,10.91
493,9.98
494,10.58
495,11.29
496,9.19
497,10.3
498,10.17
499,10.76
500,10.86
501,9.43
502,9.96
503,9.46
504,9.59
505,9.4
506,10.02
507,10.81
508,10.5
509,8.81
510,8.62
511,9.89
512,10.69
513,10.63
514,10.5
515,9.55
516,10.32
517,10.0
518,10.22
519,9.77
520,9.59
521,9.53
522,9.34
523,10.89
524,11.5
525,11.05
526,10.01
527,10.61
528,9.72
529,10.03
530,11.32
531,10.89
532,10.25
533,11.2
534,9.97
535,11.22
536,12.1
537,10.86
538,10.49
539,11.38
540,9.86
541,10.2
542,9.8
543,10.69
544,10.91
545,9.25
546,11.4
547,11.33
548,10.42
549,9.53
550,10.9
551,10.55
552,9.93
553,11.57
554,11.09
555,11.05
556,9.55
557,11.85
558,10.18
559,10.54
560,11.38
561,10.37
562,10.32
563,11.13
564,10.94
565,9.66
566,9.86
567,9.69
568,10.74
569,10.16
570,9.65
571,10.46
572,10.24
573,8.29
574,9.39
575,10.54
576,8.34
577,8.89
578,9.92
579,9.84
580,10.62
581,10.13
582,10.57
583,8.49
584,9.22
585,10.18
586,9.32
587,10.5
588,10.2
589,11.0
590,10.86
591,10.16
592,9.85
593,11.11
594,9.91
595,9.44
596,10.97
597,9.02
598,11.51
599,10.32
600,10.96
601,10.57
602,9.65
603,9.78
604,10.41
605,10.96
606,11.18
607,9.69
608,11.86
609,10.32
610,10.09
611,10.46
612,9.62
613,9.64
614,10.36
615,9.69
616,9.97
617,9.33
618,9.52
619,10.28
620,9.94
621,9.9
622,10.16
623,10.73
624,10.71
625,10.17
626,10.42
627,9.84
628,10.13
629,9.42
630,11.03
631,11.0
632,11.12
633,10.83
634,10.29
635,9.46
636,10.74
637,10.51
638,9.52
639,10.27
640,9.88
641,9.08
642,9.89
643,10.22
644,9.59
645,9.76
646,10.59
647,9.67
648,10.72
649,10.37
650,10.86
651,11.17
652,9.43
653,11.11
654,11.21
655,11.17
656,10.42
657,10.84
658,10.49
659,10.18
660,11.1
661,10.1
662,10.71
663,10.17
664,9.3
665,10.22
666,9.75
667,11.96
668,10.85
669,10.01
670,11.66
671,10.51
672,10.16
673,9.05
674,10.68
675,9.87
676,10.56
677,10.81
678,11.03
679,10.81
680,10.03
681,11.66
682,10.43
683,9.95
684,11.78
685,10.54
686,10.57
687,10.5
688,10.57
689,9.42
690,10.26
691,9.96
692,9.74
693,9.96
694,10.43
695,10.04
696,9.94
697,10.97
698,11.04
699,11.81
700,10.86
701,10.12
702,9.8
703,10.0
704,11.11
705,10.1
706,10.94
707,10.78
708,9.94
709,10.48
710,11.07
711,9.43
712,10.58
713,9.55
714,11.27
715,9.98
716,10.34
717,9.89
718,9.57
719,9.65
720,10.72
721,9.78
722,10.05
723,10.23
724,10.44
725,10.97
726,10.27
727,10.19
728,10.95
729,10.29
730,9.2
731,10.66
732,10.53
733,9.99
734,9.85
735,10.41
736,9.9
737,10.01
738,10.07
739,10.34
740,10.68
741,10.28
742,9.51
743,9.24
744,9.72
745,11.51
746,10.12
747,10.53
748,9.92
749,10.44
750,10.89
751,10.08
752,10.14
753,9.94
754,10.44
755,10.87
756,10.02
757,10.13
758,9.91
759,11.45
760,9.81
761,10.15
762,9.19
763,9.76
764,10.65
765,11.18
766,10.15
767,10.71
768,10.39
769,10.79
770,10.62
771,9.61
772,10.04
773,10.51
774,10.53
775,11.54
776,10.24
777,11.33
778,10.19
779,10.51
780,10.17
781,10.1
782,11.34
783,9.8
784,11.1
785,9.12
786,9.99
787,9.21
788,10.62
789,11.46
790,11.02
791,11.18
792,11.26
793,11.55
794,10.08
795,11.19
796,11.01
797,11.88
798,8.96
799,11.29
800,10.68
801,10.96
802,10.61
803,10.14
804,11.07
805,10.3
806,9.68
807,10.56
808,10.92
809,10.12
810,10.68
811,10.5
812,9.96
813,11.38
814,10.58
815,10.73
816,10.66
817,10.23
818,10.92
819,10.56
820,11.07
821,11.02
822,10.64
823,10.53
824,10.89
825,10.41
826,9.69
827,10.14
828,10.82
829,9.97
830,11.15
831,10.93
832,10.44
833,10.03
834,10.76
835,10.47
836,10.98
837,12.24
838,10.34
839,10.62
840,10.13
841,11.59
842,10.46
843,10.3
844,9.68
845,10.08
846,10.36
847,10.77
848,10.38
849,11.02
850,11.71
851,10.74
852,10.72
853,10.72
854,10.66
855,9.98
856,9.61
857,10.69
858,10.7
859,11.5
860,10.82
861,10.76
862,10.76
863,10.54
864,9.99
865,10.41
866,10.39
867,10.06
868,10.38
869,10.26
870,10.36
871,10.09
872,10.67
873,10.13
874,10.57
875,10.47
876,10.77
877,11.02
878,11.15
879,11.07
880,10.2
881,9.96
882,9.33
883,10.4
884,9.32
885,10.38
886,9.97
887,10.76
888,9.98
889,9.94
890,11.07
891,11.08
892,10.48
893,10.04
894,8.9
895,10.0
896,11.43
897,10.34
898,11.75
899,11.16
900,10.85
901,10.44
902,10.01
903,11.23
904,10.73
905,11.32
906,10.11
907,9.25
908,10.8
909,10.13
910,10.83
911,10.29
912,9.92
913,10.44
914,10.41
915,9.53
916,10.95
917,10.38
918,10.26
919,10.65
920,11.37
921,9.59
922,9.74
923,10.45
924,10.31
925,10.91
926,10.99
927,9.56
928,11.37
929,10.32
930,11.08
931,9.49
932,9.89
933,10.35
934,9.77
935,11.0
936,10.06
937,8.9
938,9.33
939,9.56
940,9.93
941,10.59
942,10.75
943,10.33
944,9.57
945,11.07
946,9.72
947,10.46
948,10.42
949,9.66
950,8.55
951,10.73
952,10.13
953,9.08
954,8.87
955,10.22
956,9.86
957,10.58
958,10.79
959,10.81
960,10.52
961,10.63
962,9.59
963,10.49
964,10.51
965,9.72
966,11.01
967,10.27
968,10.63
969,10.96
970,12.15
971,9.6
972,10.89
973,11.04
974,10.84
975,9.82
976,10.53
977,9.45
978,11.13
979,11.65
980,10.78
981,10.27
982,9.74
983,10.21
984,10.68
985,10.5
986,11.36
987,11.02
988,10.56
989,9.24
990,10.66
991,9.85
992,10.03
993,11.22
994,10.75
995,10.79
996,10.59
997,10.22
998,9.14
999,11.14
1000,10.04
1001,11.45
1002,9.42
1003,9.92
1004,10.66
1005,10.48
1006,10.14
1007,11.05
1008,11.64
1009,10.75
1010,10.22
1011,11.06
1012,10.66
1013,10.68
1014,10.39
1015,9.96
1016,10.54
1017,9.31
1018,11.18
1019,10.06
1020,11.93
1021,10.5
1022,10.81
1023,11.11
1024,10.56
1025,10.32
1026,10.32
1027,10.39
1028,9.69
1029,10.62
1030,9.5
1031,10.42
1032,10.86
1033,10.63
1034,10.26
1035,10.93
1036,11.57
1037,10.5
1038,10.17
1039,11.66
1040,10.83
1041,10.04
1042,9.13
1043,10.96
1044,10.67
1045,10.1
1046,13.32
1047,10.56
1048,10.48
1049,11.71
1050,11.58
1051,11.77
1052,9.76
1053,8.76
1054,10.48
1055,10.41
1056,9.04
1057,10.15
1058,11.12
1059,9.94
1060,10.47
1061,11.04
1062,10.77
1063,10.78
1064,10.68
1065,10.37
1066,9.74
1067,9.16
1068,10.3
1069,10.69
1070,10.92
1071,11.34
1072,11.65
1073,11.09
1074,10.91
1075,11.45
1076,10.93
1077,10.73
1078,11.29
1079,9.76
1080,11.33
1081,10.6
1082,10.92
1083,10.72
1084,10.06
1085,10.16
1086,10.41
1087,8.9
1088,10.31
1089,9.52
1090,10.1
1091,10.54
1092,10.81
1093,11.23
1094,9.74
1095,10.99
1096,10.13
1097,9.78
1098,10.07
1099,11.11
1100,9.85
1101,10.6
1102,9.94
1103,10.46
1104,10.42
1105,10.54
1106,12.12
1107,10.19
1108,11.44
1109,11.07
1110,10.2
1111,11.23
1112,10.19
1113,10.05
1114,11.31
1115,10.11
1116,10.92
1117,11.11
1118,10.2
1119,10.75
1120,10.77
1121,10.49
1122,10.23
1123,11.2
1124,11.22
1125,11.27
1126,11.22
1127,10.86
1128,11.42
1129,11.12
1130,10.95
1131,10.33
1132,10.93
1133,10.32
1134,10.16
1135,10.29
1136,11.12
1137,10.77
1138,9.5
1139,9.7
1140,10.29
1141,10.86
1142,10.84
1143,10.38
1144,10.71
1145,10.6
1146,9.43
1147,10.47
1148,11.01
1149,9.22
1150,10.14
1151,10.36
1152,9.16
1153,11.53
1154,9.78
1155,11.62
1156,10.93
1157,9.67
1158,10.57
1159,10.7
1160,9.83
1161,9.27
1162,10.1
1163,10.63
1164,10.33
1165,10.57
1166,10.81
1167,11.21
1168,11.7
1169,11.36
1170,10.86
1171,10.19
1172,9.84
1173,10.77
1174,11.17
1175,11.12
1176,11.3
1177,9.74
1178,10.68
1179,11.18
1180,11.67
1181,10.37
1182,11.09
1183,10.6
1184,11.12
1185,11.91
1186,11.22
1187,10.95
1188,10.67
1189,10.27
1190,10.64
1191,11.34
1192,10.22
1193,11.39
1194,11.18
1195,10.95
1196,11.05
1197,11.49
1198,11.0
1199,11.21
1200,11.46
1201,12.02
1202,10.94
1203,10.7
1204,11.8
1205,11.32
1206,11.34
1207,10.02
1208,11.62
1209,10.93
1210,11.49
1211,11.04
1212,10.62
1213,10.54
1214,11.02
1215,10.63
1216,10.23
1217,10.65
1218,11.38
1219,11.75
1220,11.44
1221,11.52
1222,11.45
1223,11.88
1224,11.32
1225,11.76
1226,11.48
1227,11.76
1228,11.73
1229,12.4
1230,11.42
1231,10.69
1232,11.02
1233,11.17
1234,11.67
1235,11.43
1236,10.29
1237,10.94
1238,11.46
1239,11.04
1240,11.55
1241,10.1
1242,11.49
1243,11.67
1244,10.48
1245,11.03
1246,10.46
1247,11.8
1248,11.71
1249,10.91
1250,12.58
1251,11.05
1252,11.32
1253,11.11
1254,10.69
1255,12.44
1256,12.41
1257,11.5
1258,12.47
1259,11.03
1260,12.02
1261,12.4
1262,10.33
1263,12.35
1264,11.89
1265,11.5
1266,11.59
1267,11.42
1268,11.19
1269,10.62
1270,11.4
1271,10.73
1272,11.72
1273,11.08
1274,10.65
1275,11.19
1276,11.49
1277,10.74
1278,10.93
1279,11.18
1280,10.7
1281,12.31
1282,10.1
1283,11.11
1284,10.28
1285,11.08
1286,11.34
1287,10.96
1288,9.84
1289,10.98
1290,11.83
1291,10.83
1292,10.87
1293,10.79
1294,11.86
1295,11.94
1296,10.06
1297,12.13
1298,11.74
1299,10.89
1300,11.32
1301,13.1
1302,11.68
1303,11.53
1304,11.31
1305,11.96
1306,10.65
1307,11.38
1308,12.17
1309,10.48
1310,11.25
1311,10.87
1312,12.0
1313,11.41
1314,12.33
1315,11.08
1316,11.09
1317,11.55
1318,10.94
1319,10.92
1320,11.65
1321,11.19
1322,11.83
1323,12.49
1324,12.22
1325,10.4
1326,9.83
1327,11.53
1328,10.76
1329,11.29
1330,11.31
1331,11.08
1332,11.18
1333,11.51
1334,10.8
1335,12.3
1336,11.06
1337,10.33
1338,9.82
1339,10.76
1340,10.53
1341,10.85
1342,9.6
1343,10.21
1344,10.53
1345,11.67
1346,11.91
1347,10.51
1348,11.63
1349,9.76
1350,11.42
1351,9.65
1352,10.59
1353,11.86
1354,10.65
1355,11.58
1356,9.98
1357,10.45
1358,11.35
1359,9.6
1360,10.32
1361,9.04
1362,10.01
1363,9.81
1364,10.28
1365,11.4
1366,11.34
1367,9.82
1368,9.78
1369,11.45
1370,11.39
1371,10.22
1372,10.58
1373,10.52
1374,10.57
1375,10.52
1376,9.42
1377,11.04
1378,10.15
1379,8.87
1380,10.01
1381,9.79
1382,9.77
1383,11.26
1384,10.55
1385,10.48
1386,10.56
1387,10.72
1388,9.77
1389,10.0
1390,9.67
1391,9.5
1392,10.77
1393,10.21
1394,10.83
1395,11.22
1396,11.47
1397,11.58
1398,9.81
1399,10.39
1400,10.56
1401,11.01
1402,11.22
1403,10.81
1404,10.68
1405,11.22
1406,11.83
1407,10.21
1408,10.12
1409,10.97
1410,10.58
1411,9.12
1412,9.79
1413,10.78
1414,10.87
1415,10.27
1416,11.43
1417,10.2
1418,9.71
1419,10.07
1420,9.66
1421,10.81
1422,9.86
1423,9.61
1424,10.66
1425,11.23
1426,11.26
1427,8.15
1428,10.38
1429,11.24
1430,10.34
1431,11.47
1432,11.4
1433,10.02
1434,10.48
1435,11.15
1436,10.76
1437,11.43
1438,10.07
1439,11.63
1440,10.92
1441,10.02
1442,10.26
1443,11.15
1444,10.82
1445,10.61
1446,10.57
1447,10.08
1448,10.57
1449,10.13
1450,12.16
1451,10.83
1452,11.38
1453,10.75
1454,10.92
1455,10.31
1456,10.99
1457,10.47
1458,10.05
1459,11.49
1460,10.25
1461,8.82
1462,11.75
1463,11.78
1464,10.71
1465,10.83
1466,10.45
1467,10.83
1468,11.37
1469,9.3
1470,11.56
1471,10.65
1472,10.99
1473,10.76
1474,10.29
1475,11.92
1476,10.34
1477,11.6
1478,10.42
1479,10.28
1480,9.48
1481,10.87
1482,10.99
1483,10.88
1484,10.78
1485,11.08
1486,10.55
1487,11.69
1488,11.11
1489,10.69
1490,11.02
1491,10.25
1492,11.3
1493,9.64
1494,12.2
1495,10.59
1496,11.11
1497,10.07
1498,10.76
1499,10.77
1500,11.54
1501,10.25
1502,10.14
1503,10.61
1504,10.09
1505,10.99
1506,10.45
1507,11.39
1508,10.2
1509,9.81
1510,9.27
1511,9.29
1512,10.89
1513,11.23
1514,10.94
1515,9.59
1516,10.76
1517,11.9
1518,10.07
1519,10.93
1520,11.43
1521,10.9
1522,10.26
1523,10.42
1524,10.41
1525,10.91
1526,10.07
1527,11.12
1528,10.38
1529,11.6
1530,11.46
1531,10.44
1532,11.32
1533,10.75
1534,10.22
1535,10.06
1536,9.79
1537,9.7
1538,11.37
1539,10.29
1540,10.18
1541,11.29
1542,9.97
1543,10.27
1544,10.48
1545,11.33
1546,10.18
1547,10.93
1548,11.42
1549,9.14
1550,11.31
1551,9.49
1552,9.96
1553,11.92
1554,9.33
1555,10.11
1556,9.69
1557,11.26
1558,10.42
1559,11.12
1560,10.83
1561,11.21
1562,10.55
1563,9.6
1564,10.35
1565,10.42
1566,9.97
1567,9.69
1568,10.6
1569,10.86
1570,10.68
1571,10.86
1572,10.21
1573,10.01
1574,9.84
1575,10.5
1576,9.98
1577,10.08
1578,10.27
1579,10.81
1580,11.2
1581,11.64
1582,10.54
1583,10.07
1584,10.34
1585,10.46
1586,11.43
1587,10.39
1588,10.99
1589,10.8
1590,10.24
1591,8.88
1592,10.41
1593,10.16
1594,9.82
1595,10.1
1596,9.89
1597,9.57
1598,9.11
1599,9.91
1600,10.08
1601,11.47
1602,9.31
1603,10.23
1604,9.21
1605,9.96
1606,10.96
1607,10.54
1608,10.36
1609,10.33
1610,10.25
1611,9.77
1612,11.46
1613,10.15
1614,11.29
1615,10.33
1616,10.86
1617,9.71
1618,10.6
1619,10.83
1620,11.06
1621,10.26
1622,10.5
1623,10.07
1624,9.31
1625,9.78
1626,10.59
1627,9.26
1628,11.8
1629,12.23
1630,10.5
1631,10.92
1632,11.15
1633,11.18
1634,10.04
1635,10.32
1636,12.33
1637,10.29
1638,10.43
1639,10.51
1640,10.97
1641,11.58
1642,11.39
1643,10.84
1644,11.57
1645,9.7
1646,10.4
1647,10.63
1648,11.5
1649,10.48
1650,9.76
1651,10.64
1652,8.47
1653,9.68
1654,11.34
1655,11.65
1656,10.33
1657,10.69
1658,11.54
1659,12.5
1660,10.82
1661,11.3
1662,11.19
1663,10.23
1664,11.85
1665,10.74
1666,11.88
1667,10.7
1668,10.49
1669,11.69
1670,10.25
1671,11.02
1672,11.25
1673,10.01
1674,10.75
1675,10.9
1676,11.4
1677,11.04
1678,11.11
1679,11.33
1680,11.35
1681,11.73
1682,11.27
1683,9.96
1684,10.89
1685,11.33
1686,10.76
1687,11.05
1688,11.09
1689,10.99
1690,10.69
1691,11.28
1692,11.07
1693,11.53
1694,11.01
1695,11.9
1696,10.01
1697,11.42
1698,11.75
1699,11.1
1700,11.14
1701,11.36
1702,12.32
1703,12.67
1704,10.48
1705,11.44
1706,12.83
1707,9.9
1708,11.15
1709,11.92
1710,11.73
1711,11.37
1712,11.49
1713,11.83
1714,11.62
1715,10.6
1716,10.66
1717,10.34
1718,12.54
1719,11.51
1720,11.38
1721,10.37
1722,12.11
1723,11.55
1724,10.78
1725,11.64
1726,11.05
1727,11.8
1728,10.48
1729,11.33
1730,10.29
1731,10.14
1732,10.29
1733,12.5
1734,10.99
1735,11.16
1736,10.97
1737,11.25
1738,11.07
1739,11.15
1740,10.17
1741,11.67
1742,10.25
1743,10.85
1744,11.32
1745,12.21
1746,11.09
1747,11.22
1748,10.85
1749,9.94
1750,9.5
1751,11.42
1752,11.34
1753,11.74
1754,11.65
1755,10.52
1756,10.49
1757,10.94
1758,11.47
1759,10.82
1760,9.54
1761,11.74
1762,9.43
1763,11.06
1764,12.27
1765,12.1
1766,11.2
1767,11.16
1768,11.21
1769,13.07
1770,11.12
1771,11.41
1772,11.35
1773,11.04
1774,11.37
1775,11.73
1776,12.01
1777,12.24
1778,12.27
1779,12.12
1780,11.78
1781,11.72
1782,10.82
1783,10.95
1784,10.46
1785,11.63
1786,11.29
1787,12.22
1788,12.17
1789,11.53
1790,10.63
1791,12.29
1792,9.92
1793,10.72
1794,10.68
1795,10.54
1796,10.77
1797,10.96
1798,10.65
1799,11.49
1800,11.29
1801,12.27
1802,11.69
1803,10.37
1804,11.28
1805,11.63
1806,11.06
1807,10.79
1808,10.35
1809,12.09
1810,10.61
1811,11.52
1812,11.53
1813,10.42
1814,11.44
1815,11.57
1816,10.33
1817,10.49
1818,12.15
1819,11.52
1820,11.01
1821,12.11
1822,12.03
1823,11.95
1824,11.56
1825,10.87
1826,11.0
1827,11.36
1828,10.38
1829,11.63
1830,10.12
1831,10.4
1832,11.16
1833,10.56
1834,11.43
1835,11.66
1836,10.93
1837,10.2
1838,11.72
1839,9.75
1840,11.29
1841,11.87
1842,11.1
1843,11.95
1844,9.49
1845,11.31
1846,11.68
1847,11.29
1848,12.01
1849,11.78
1850,11.31
1851,10.92
1852,10.93
1853,10.48
1854,10.7
1855,11.55
1856,12.74
1857,11.19
1858,10.21
1859,9.77
1860,10.53
1861,11.36
1862,9.81
1863,10.21
1864,11.02
1865,11.49
1866,10.35
1867,11.0
1868,10.78
1869,9.52
1870,10.04
1871,11.39
1872,10.74
1873,9.71
1874,10.45
1875,9.77
1876,10.58
1877,10.22
1878,10.54
1879,9.1
1880,10.07
1881,10.55
1882,11.86
1883,10.34
1884,10.52
1885,10.76
1886,10.44
1887,10.54
1888,10.66
1889,11.28
1890,11.18
1891,10.41
1892,10.62
1893,10.62
1894,10.4
1895,11.15
1896,8.7
1897,10.03
1898,9.07
1899,10.68
1900,10.89
1901,9.67
1902,10.14
1903,9.61
1904,10.43
1905,11.33
1906,9.87
1907,10.48
1908,10.71
1909,10.78
1910,11.33
1911,10.19
1912,11.04
1913,11.27
1914,10.77
1915,11.01
1916,10.42
1917,10.28
1918,10.47
1919,10.51
1920,10.18
1921,11.62
1922,10.19
1923,10.79
1924,10.09
1925,9.97
1926,10.13
1927,11.62
1928,10.56
1929,12.08
1930,11.34
1931,8.53
1932,11.46
1933,10.39
1934,10.0
1935,11.07
1936,10.53
1937,11.02
1938,10.61
1939,10.13
1940,11.08
1941,11.2
1942,9.61
1943,11.52
1944,11.87
1945,10.65
1946,11.02
1947,11.89
1948,12.34
1949,10.17
1950,11.06
1951,10.19
1952,11.81
1953,11.09
1954,10.81
1955,10.32
1956,11.25
1957,10.62
1958,9.81
1959,11.99
1960,10.72
1961,11.39
1962,10.46
1963,11.54
1964,10.95
1965,11.58
1966,10.24
1967,10.75
1968,11.53
1969,10.23
1970,10.83
1971,10.74
1972,9.58
1973,11.03
1974,10.98
1975,10.11
1976,10.96
1977,9.94
1978,11.29
1979,10.98
1980,11.56
1981,9.7
1982,8.99
1983,10.75
1984,9.84
1985,10.23
1986,10.77
1987,10.37
1988,10.74
1989,11.08
1990,11.15
1991,10.49
1992,11.48
1993,11.35
1994,10.63
1995,11.04
1996,12.06
1997,10.8
1998,11.93
1999,10.99
2000,10.07
2001,11.15
2002,10.84
2003,11.65
2004,11.09
2005,9.14
2006,10.13
2007,11.14
2008,10.34
2009,11.3
2010,13.38
2011,11.33
2012,10.4
2013,9.89
2014,11.94
2015,10.9
2016,11.38
2017,11.76
2018,12.15
2019,9.05
2020,10.94
2021,9.69
2022,10.82
2023,9.74
2024,11.65
2025,10.25
2026,10.07
2027,10.34
2028,10.3
2029,11.48
2030,9.5
2031,9.95
2032,10.65
2033,10.89
2034,10.48
2035,10.76
2036,10.35
2037,10.12
2038,9.93
2039,10.45
2040,9.72
2041,10.03
2042,10.61
2043,9.97
2044,10.02
2045,11.47
2046,10.7
2047,10.73
2048,10.26
2049,9.81
2050,11.75
2051,11.33
2052,11.25
2053,11.11
2054,11.22
2055,10.89
2056,10.91
2057,10.23
2058,9.81
2059,10.33
2060,11.02
2061,10.3
2062,9.41
2063,10.36
2064,10.98
2065,10.84
2066,9.67
2067,11.35
2068,11.2
2069,9.54
2070,9.78
2071,10.48
2072,10.34
2073,10.78
2074,10.04
2075,10.45
2076,9.0
2077,9.99
2078,10.46
2079,11.21
2080,10.59
2081,10.15
2082,10.52
2083,11.01
2084,10.31
2085,9.84
2086,9.92
2087,10.49
2088,10.52
2089,10.53
2090,11.41
2091,11.37
2092,11.39
2093,11.58
2094,10.18
2095,11.31
2096,10.58
2097,9.5
2098,10.01
2099,10.25
2100,10.61
2101,10.84
2102,10.12
2103,10.54
2104,11.97
2105,11.16
2106,10.02
2107,10.69
2108,10.21
2109,9.13
2110,10.56
2111,8.72
2112,10.6
2113,10.63
2114,9.85
2115,10.67
2116,10.94
2117,10.5
2118,10.35
2119,10.97
2120,11.7
2121,12.3
2122,11.27
2123,11.39
2124,11.06
2125,10.71
2126,10.33
2127,12.29
2128,11.8
2129,10.88
2130,10.17
2131,8.85
2132,10.72
2133,10.03
2134,9.87
2135,11.3
2136,10.7
2137,11.61
2138,10.01
2139,11.7
2140,11.62
