,steps
193,26.857999999999997
194,27.766
195,27.88
196,27.125
197,27.147999999999996
198,27.114
199,26.14
200,26.784000000000006
201,26.939
202,26.456999999999997
203,27.267999999999997
204,27.27799999999999
205,26.340999999999998
206,27.170999999999996
207,26.923000000000005
208,26.734
209,26.859
210,26.957000000000004
211,27.092999999999993
212,27.046
213,27.337999999999997
214,27.303
215,26.592
216,27.039000000000005
217,27.23
218,27.257
219,27.248000000000005
220,28.389
221,27.247999999999994
222,26.944999999999997
223,27.247999999999998
224,27.019000000000005
225,26.848000000000003
226,27.558999999999997
227,27.341000000000008
228,26.445999999999994
229,26.849000000000004
230,26.63
231,27.387000000000004
232,27.066000000000003
233,27.398999999999997
234,27.698
235,26.826999999999998
236,27.341000000000005
237,26.820999999999998
238,27.191
239,27.258999999999997
240,27.182
241,26.894999999999996
242,27.23
243,26.88
244,26.892000000000003
245,27.054000000000002
246,27.08
247,27.487999999999996
248,27.933999999999997
249,27.402
250,27.432000000000002
251,27.906999999999996
252,26.981000000000005
253,27.247
254,27.283
255,27.42
256,27.308000000000003
257,27.611
258,27.873
259,27.537999999999997
260,27.914999999999996
261,26.893999999999995
262,26.797000000000004
263,27.767999999999997
264,27.212
265,27.154
266,26.313
267,26.879
268,26.771
269,27.701
270,26.74
271,26.869
272,26.193
273,27.077
274,26.727999999999998
275,26.004000000000005
276,26.307999999999996
277,26.089999999999996
278,26.908
279,26.523000000000003
280,26.352000000000004
281,26.827
282,26.607000000000003
283,26.577999999999996
284,26.346999999999998
285,27.157000000000004
286,26.388
287,26.724
288,26.499999999999996
289,27.039
290,26.317000000000004
291,26.780000000000005
292,25.867000000000004
293,26.636
294,26.314000000000007
295,24.79
296,26.161000000000005
297,25.818999999999996
298,25.671
299,26.346000000000004
300,25.752000000000006
301,26.131000000000007
302,26.781000000000002
303,26.206999999999997
304,25.935
305,25.625999999999998
306,26.077
307,26.402
308,26.183000000000003
309,25.49
310,25.937
311,26.540000000000006
312,25.070999999999998
313,25.855999999999995
314,25.119999999999994
315,25.469
316,27.132999999999996
317,26.959
318,26.959
319,26.418999999999997
320,26.526999999999997
321,26.69
322,24.951999999999998
323,24.186000000000003
324,24.475
325,26.13
326,26.322
327,27.121
328,26.664
329,26.636
330,26.394000000000005
331,26.727000000000004
332,26.397
333,26.607000000000003
334,26.302000000000003
335,26.14
336,26.533
337,26.673999999999996
338,26.711
339,26.975
340,26.204999999999995
341,26.428999999999995
342,26.891000000000005
343,26.193
344,26.651
345,26.540999999999993
346,27.090999999999998
347,26.198000000000008
348,26.434999999999995
349,27.006
350,26.357999999999997
351,26.905999999999995
352,26.828000000000007
353,26.406
354,26.736
355,25.927999999999997
356,26.623
357,26.781999999999996
358,26.53
359,27.102999999999998
360,26.105999999999995
361,25.820999999999998
362,26.419
363,26.796
364,26.202
365,26.762000000000004
366,26.572
367,26.761000000000003
368,26.751999999999995
369,26.002999999999997
370,26.786000000000005
371,25.903000000000002
372,26.793000000000006
373,26.680999999999997
374,26.419000000000004
375,26.689000000000007
376,26.514
377,26.202999999999996
378,26.715
379,26.446000000000005
380,26.92600000000001
381,25.851000000000003
382,27.247999999999998
383,26.67
384,26.052000000000003
385,26.683000000000003
386,27.129
387,26.611
388,26.618000000000006
389,26.632
390,26.601
391,26.678
392,26.38300000000001
393,26.593000000000004
394,26.677999999999997
395,27.00500000000001
396,26.265
397,26.742000000000004
398,26.507
399,26.676
400,26.325999999999993
401,26.561999999999998
402,25.879
403,26.599
404,26.169
405,26.987
406,26.68
407,26.366
408,26.480000000000004
409,25.664
410,25.898000000000003
411,26.201
412,25.999000000000002
413,26.151
414,26.226000000000003
415,26.747
416,26.098000000000003
417,26.254
418,26.22200000000001
419,26.775000000000006
420,25.91
421,26.743999999999996
422,27.154000000000007
423,26.758999999999997
424,26.380000000000006
425,27.180999999999997
426,27.183999999999997
427,26.124000000000006
428,26.247999999999998
429,27.21100000000001
430,26.737
431,26.840000000000003
432,26.730999999999995
433,26.620000000000005
434,27.47
435,26.656999999999996
436,27.015000000000004
437,27.311999999999998
438,26.704999999999995
439,26.886
440,26.561
441,26.340999999999998
442,27.01
443,26.523000000000007
444,26.141
445,25.859
446,27.171
447,26.741
448,27.253
449,26.256
450,26.283
451,26.395
452,27.473000000000003
453,26.732
454,26.302000000000003
455,25.896
456,26.534000000000002
457,26.902
458,26.805999999999997
459,26.228
460,26.865
461,26.906
462,26.973999999999997
463,27.505999999999993
464,26.916000000000004
465,26.071999999999992
466,27.594
467,27.118
468,27.377
469,26.811
470,25.671
471,26.259
472,26.999000000000002
473,27.701
474,27.200999999999993
475,26.888999999999996
476,26.755000000000006
477,26.043000000000003
478,25.639000000000006
479,25.539
480,25.788
481,24.939000000000007
482,26.474999999999994
483,26.265000000000004
484,26.582000000000004
485,25.927999999999997
486,26.313000000000002
487,25.863999999999997
488,26.427
489,26.619
490,27.328000000000007
491,27.174
492,26.194000000000003
493,26.529999999999994
494,26.753
495,27.202
496,26.982999999999997
497,26.725
498,26.199999999999996
499,26.102999999999998
500,26.597
501,26.822999999999997
502,26.59800000000001
503,26.831
504,25.166
505,25.038
506,25.782000000000004
507,26.793999999999997
508,26.874000000000002
509,25.705000000000005
510,26.271000000000008
511,26.156999999999996
512,25.752999999999997
513,26.813999999999997
514,26.512999999999998
515,26.263
516,26.980999999999998
517,26.642
518,26.418000000000006
519,26.354
520,26.774000000000004
521,26.416000000000004
522,26.392999999999997
523,26.551
524,26.142000000000003
525,26.395000000000003
526,26.890999999999995
527,26.611
528,26.551
529,26.923000000000005
530,26.539
531,27.124000000000002
532,26.721000000000004
533,26.881
534,26.318
535,26.579999999999995
536,27.018999999999995
537,26.849
538,26.8
539,26.484
540,26.441000000000003
541,26.703000000000003
542,26.615
543,26.847
544,27.002999999999993
545,26.412
546,26.535
547,27.123
548,26.739
549,26.028000000000002
550,26.646000000000004
551,26.375000000000004
552,26.734999999999996
553,26.302999999999997
554,26.281
555,26.763
556,26.860000000000003
557,26.552000000000003
558,26.787
559,26.453999999999997
560,26.858
561,26.67899999999999
562,26.691999999999997
563,26.848000000000003
564,27.865000000000006
565,27.072999999999997
566,27.049
567,26.553999999999995
568,26.554000000000006
569,26.877
570,26.63
571,26.733
572,26.557
573,26.706
574,26.809
575,27.259999999999994
576,26.594999999999995
577,26.717999999999996
578,26.266999999999992
579,26.557000000000002
580,26.366999999999997
581,26.743
582,27.01
583,26.662
584,26.980000000000004
585,27.281000000000002
586,26.879000000000005
587,27.017
588,26.51
589,26.593999999999998
590,26.651000000000003
591,27.412
592,26.511
593,27.127
594,27.205999999999996
595,26.805000000000003
596,26.543000000000003
597,26.028
598,26.802999999999997
599,25.985
600,25.942999999999998
601,26.595
602,25.684
603,26.009999999999994
604,26.218000000000004
605,26.533000000000005
606,26.177000000000003
607,26.13
608,27.195
609,26.5
610,26.645
611,26.995
612,27.698999999999998
613,27.511
614,27.572
615,26.698
616,26.631
617,26.824
618,26.552000000000003
619,26.756
620,27.084999999999994
621,26.41
622,26.489
623,26.274
624,27.106999999999992
625,27.047000000000004
626,26.802999999999997
627,26.178999999999995
628,26.634000000000004
629,27.506
630,27.032999999999998
631,26.945000000000004
632,26.837
633,26.997
634,26.949
635,26.494999999999994
636,27.438000000000002
637,26.745000000000005
638,26.269000000000002
639,26.856000000000005
640,26.718999999999998
641,27.237999999999996
642,26.881000000000004
643,26.567999999999998
644,26.127000000000002
645,27.109
646,26.854
647,27.203000000000007
648,26.851999999999997
649,26.497
650,26.525
651,26.49
652,27.057999999999996
653,26.787
654,26.102999999999998
655,26.429000000000002
656,26.587000000000003
657,26.67
658,26.890999999999995
659,26.493999999999996
660,27.195
661,26.291999999999994
662,26.746
663,27.01
664,26.210999999999995
665,26.435
666,26.322000000000003
667,27.486
668,26.617000000000004
669,26.882999999999996
670,27.122999999999998
671,26.412000000000006
672,26.493999999999996
673,26.906999999999996
674,27.19
675,26.311999999999998
676,26.775
677,26.911000000000005
678,27.139999999999997
679,26.200000000000003
680,26.656999999999993
681,27.121999999999993
682,26.605999999999998
683,26.285
684,26.83
685,26.157000000000004
686,26.792999999999996
687,26.462
688,26.288999999999998
689,26.305999999999997
690,26.726999999999997
691,27.23
692,26.114
693,25.962000000000003
694,26.515
695,26.421000000000006
696,26.388
697,26.504
698,27.025
699,26.947000000000003
700,26.850000000000005
701,27.299999999999997
702,26.818000000000005
703,26.982999999999997
704,26.204000000000004
705,26.232000000000003
706,27.378
707,26.599999999999994
708,26.86
709,27.238000000000003
710,26.667999999999996
711,26.269000000000002
712,26.334
713,26.434999999999995
714,26.869
715,26.636999999999997
716,26.173000000000002
717,25.791
718,25.477999999999998
719,26.51
720,26.389999999999997
721,26.209000000000007
722,25.75
723,24.851
724,26.031000000000002
725,25.666
726,24.956999999999997
727,25.908
728,25.997999999999998
729,26.177000000000003
730,25.796000000000003
731,25.675
732,26.502000000000006
733,25.327999999999992
734,26.623
735,25.817999999999998
736,25.453000000000003
737,26.066
738,26.172000000000004
739,26.494999999999994
740,26.404999999999994
741,26.128999999999998
742,25.945
743,25.615
744,25.897
745,25.525000000000006
746,25.651
747,26.086000000000002
748,25.120999999999995
749,25.074
750,25.759
751,25.55
752,25.32100000000001
753,24.989
754,26.253
755,26.999000000000002
756,26.177999999999997
757,26.233999999999995
758,26.39
759,26.886999999999997
760,26.213
761,26.15
762,27.105
763,25.949
764,25.868
765,26.927000000000003
766,25.793000000000003
767,25.216000000000008
768,26.680000000000003
769,26.462000000000003
770,25.97
771,26.608
772,26.064999999999994
773,25.78
774,26.855999999999998
775,27.695000000000004
776,25.967000000000002
777,26.205
778,26.235999999999994
779,25.955
780,26.456999999999997
781,26.610000000000003
782,26.067999999999998
783,25.986000000000004
784,25.998
785,26.612
786,26.112000000000002
787,25.912000000000003
788,26.3
789,26.281
790,26.443
791,26.924999999999997
792,26.39599999999999
793,26.496
794,26.337000000000003
795,27.195999999999998
796,27.002000000000002
797,26.793000000000003
798,26.010000000000005
799,27.188000000000002
800,26.735000000000003
801,26.930999999999997
802,26.808000000000003
803,27.87
804,26.633999999999997
805,26.518
806,26.081000000000003
807,26.882
808,26.596999999999994
809,26.686000000000003
810,26.448
811,26.693999999999996
812,25.727000000000004
813,26.551000000000002
814,26.346999999999998
815,26.441999999999997
816,26.33599999999999
817,26.371999999999993
818,26.157999999999998
819,26.208000000000006
820,26.311
821,26.359
822,25.962
823,26.774000000000004
824,26.462999999999994
825,26.55
826,27.278999999999993
827,26.752
828,26.873999999999995
829,26.554999999999996
830,26.273000000000003
831,26.920000000000005
832,26.708000000000002
833,26.279
834,25.621000000000002
835,25.937
836,25.79
837,26.924
838,26.26
839,25.795000000000005
840,25.944999999999997
841,26.384
842,25.761
843,26.454
844,25.831999999999994
845,25.912
846,25.566000000000003
847,26.302000000000003
848,26.005
849,26.436000000000003
850,26.313000000000002
851,26.125999999999998
852,25.43
853,26.264000000000006
854,26.984000000000005
855,26.076999999999998
856,25.524
857,26.307
858,26.348
859,25.878
860,26.342999999999996
861,25.401999999999994
862,26.997000000000003
863,26.408999999999995
864,26.211000000000002
865,26.075
866,27.419
867,26.501000000000005
868,26.077
869,25.765999999999995
870,26.809
871,26.766000000000005
872,26.725
873,26.356000000000005
874,27.148000000000003
875,26.813000000000002
876,26.941
877,27.067000000000004
878,26.796
879,26.829
880,26.296000000000003
881,26.789
882,26.463000000000008
883,26.465999999999998
884,26.768000000000008
885,27.142999999999997
886,25.877999999999997
887,26.63999999999999
888,26.425000000000004
889,26.933000000000003
890,26.046999999999997
891,26.849999999999994
892,25.54300000000001
893,25.596000000000004
894,25.109
895,25.438
896,25.683000000000003
897,25.532000000000004
898,25.653999999999996
899,25.741999999999997
900,26.127
901,26.056999999999995
902,25.674
903,26.200999999999993
904,25.91
905,26.339000000000002
906,25.721
907,26.101
908,26.217000000000002
909,26.206000000000003
910,25.774
911,25.953999999999997
912,25.528000000000002
913,26.433000000000003
914,26.043000000000006
915,26.305000000000003
916,25.993000000000002
917,25.28899999999999
918,25.486000000000004
919,25.314
920,26.423
921,25.077999999999996
922,24.785000000000004
923,25.139999999999997
924,25.55
925,25.675000000000004
926,25.77
927,25.284999999999997
928,25.564
929,25.146000000000004
930,25.340999999999998
931,25.195999999999998
932,25.757
933,26.389
934,25.737
935,25.723
936,26.137000000000004
937,26.274999999999995
938,26.002999999999993
939,25.429000000000002
940,25.382
941,26.320999999999994
942,25.217
943,25.706999999999997
944,25.805
945,26.144000000000005
946,26.105
947,26.051
948,26.520999999999994
949,26.314000000000007
950,25.761
951,25.976
952,26.295000000000005
953,25.635000000000005
954,25.632
955,25.538999999999998
956,26.256
957,26.003999999999998
958,26.045
959,26.337999999999997
960,25.761000000000003
961,26.215999999999998
962,25.868999999999996
963,26.285
964,26.680999999999997
965,25.592999999999996
966,25.779
967,26.143000000000008
968,26.220999999999993
969,26.105999999999998
970,25.759000000000004
971,25.675
972,25.891999999999992
973,25.916999999999998
974,25.845
975,25.835999999999995
976,25.971000000000004
977,26.666000000000004
978,26.37500000000001
979,25.773999999999997
980,25.895000000000003
981,26.083
982,25.95
983,26.209000000000007
984,25.718000000000004
985,25.933000000000003
986,26.01899999999999
987,25.884999999999994
988,25.759
989,25.206
990,25.938999999999997
991,25.014
992,25.363000000000003
993,25.537000000000003
994,26.638
995,25.714000000000006
996,26.063000000000002
997,25.576
998,25.600000000000005
999,26.021000000000004
1000,26.040999999999993
1001,25.662
1002,24.805999999999997
1003,24.711999999999993
1004,26.22500000000001
1005,24.727999999999998
1006,24.746
1007,25.022
1008,26.116
1009,25.4
1010,24.694999999999997
1011,24.441
1012,25.209000000000007
1013,24.056000000000004
1014,24.715999999999998
1015,24.731000000000005
1016,25.816
1017,25.880000000000006
1018,25.86
1019,25.897
1020,25.685999999999993
1021,26.364000000000004
1022,26.607
1023,26.282000000000004
1024,25.635
1025,26.252
1026,25.343999999999998
1027,25.329999999999995
1028,26.161999999999992
1029,25.631999999999998
1030,25.895
1031,26.826999999999998
1032,26.433000000000003
1033,25.916999999999994
1034,26.073999999999998
1035,25.993000000000006
1036,26.063000000000002
1037,25.831
1038,26.052
1039,26.878
1040,25.991
1041,26.067999999999998
1042,26.217999999999996
1043,26.404
1044,26.377999999999997
1045,25.758999999999997
1046,26.589000000000002
1047,26.052000000000003
1048,26.0
1049,26.684000000000005
1050,26.116
1051,26.266
1052,26.408
1053,25.418000000000003
1054,26.325
1055,26.636999999999997
1056,25.633000000000006
1057,26.458999999999996
1058,26.285
1059,25.311999999999998
1060,26.276
1061,26.314999999999994
1062,26.059
1063,26.302000000000007
1064,25.365000000000006
1065,25.951000000000004
1066,26.417999999999996
1067,25.825999999999993
1068,26.052000000000003
1069,25.737
1070,25.757
1071,25.94
1072,26.429000000000002
1073,25.161000000000005
1074,26.916000000000004
1075,26.017000000000003
1076,26.347
1077,26.263
1078,26.502000000000002
1079,26.487000000000002
1080,26.058000000000003
1081,26.135
1082,25.932
1083,25.699999999999996
1084,25.563
1085,25.483999999999995
1086,25.732000000000003
1087,26.398999999999997
1088,26.683000000000003
1089,25.597
1090,25.789
1091,26.191000000000003
1092,25.957000000000004
1093,26.585
1094,26.088
1095,26.278000000000002
1096,25.651999999999997
1097,25.856000000000005
1098,26.364
1099,25.459999999999994
1100,26.14
1101,25.889999999999997
1102,25.622999999999998
1103,26.598000000000003
1104,25.812
1105,26.383000000000006
1106,26.636000000000003
1107,25.650000000000006
1108,25.836
1109,25.662999999999993
1110,25.641
1111,25.434
1112,25.493000000000002
1113,25.677999999999997
1114,26.284000000000002
1115,26.006
1116,25.391000000000005
1117,25.264999999999997
1118,26.061
1119,25.46
1120,26.24
1121,26.189
1122,25.571000000000005
1123,25.566999999999997
1124,25.743999999999996
1125,26.22
1126,26.19900000000001
1127,25.872000000000003
1128,25.727999999999998
1129,26.255000000000006
1130,25.929999999999996
1131,26.040999999999993
1132,25.755
1133,25.715999999999998
1134,25.936000000000003
1135,25.342999999999993
1136,26.098
1137,25.804000000000002
1138,25.635999999999996
1139,25.805999999999994
1140,25.795
1141,26.308999999999997
1142,25.941999999999997
1143,26.656999999999996
1144,26.218000000000004
1145,25.96
1146,25.590999999999994
1147,26.073
1148,26.075000000000003
1149,25.703999999999997
1150,25.161000000000005
1151,26.211
1152,25.853
1153,26.558999999999997
1154,25.581999999999997
1155,26.446000000000005
1156,25.816000000000003
1157,25.871
1158,25.81
1159,26.277
1160,25.612999999999996
1161,25.576999999999998
1162,26.018
1163,25.753999999999998
1164,25.051
1165,25.892999999999994
1166,27.070999999999998
1167,26.543999999999997
1168,26.474999999999994
1169,26.672000000000004
1170,26.806999999999995
1171,26.839000000000002
1172,26.691
1173,26.675000000000004
1174,26.85
1175,26.261
1176,27.003999999999998
1177,26.617000000000004
1178,26.672000000000008
1179,26.292999999999996
1180,27.253000000000007
1181,26.073000000000008
1182,25.994
1183,26.529000000000007
1184,27.280999999999995
1185,26.548
1186,26.59
1187,26.465
1188,26.44
1189,26.616
1190,26.072999999999997
1191,27.64899999999999
1192,26.195
1193,27.091000000000008
1194,26.948000000000008
1195,27.322000000000003
1196,26.562
1197,26.768
1198,26.752
1199,26.105999999999998
1200,26.413
1201,26.784000000000002
1202,26.352000000000007
1203,26.809
1204,26.990999999999996
1205,26.385999999999996
1206,26.473
1207,25.957000000000004
1208,27.099999999999994
1209,26.451000000000004
1210,26.773000000000007
1211,26.189000000000007
1212,26.812
1213,27.002
1214,26.882999999999996
1215,26.609
1216,26.350999999999996
1217,26.787000000000003
1218,26.301
1219,26.478999999999996
1220,26.055000000000003
1221,25.768
1222,26.368
1223,26.800000000000004
1224,26.522000000000002
1225,26.677999999999997
1226,26.621000000000002
1227,26.862999999999996
1228,27.230999999999998
1229,27.188
1230,26.543000000000003
1231,26.484000000000005
1232,26.447999999999997
1233,26.418000000000003
1234,26.701000000000004
1235,26.912000000000006
1236,26.646
1237,27.226
1238,26.711000000000002
1239,27.096999999999998
1240,26.226999999999997
1241,26.372
1242,26.576000000000004
1243,26.732
1244,27.06
1245,27.244
1246,26.934
1247,26.94
1248,26.632
1249,26.667999999999996
1250,27.161000000000005
1251,26.846999999999998
1252,26.723000000000003
1253,26.842
1254,27.022999999999996
1255,26.802000000000003
1256,26.479999999999997
1257,26.932999999999996
1258,26.938000000000002
1259,26.179000000000002
1260,26.887000000000004
1261,27.075
1262,27.221999999999994
1263,27.345
1264,26.933000000000003
1265,27.491000000000003
1266,26.651
1267,26.644999999999996
1268,25.961000000000002
1269,26.042999999999996
1270,26.048
1271,26.392
1272,26.017
1273,26.557000000000002
1274,26.613000000000003
1275,26.966000000000005
1276,26.581999999999997
1277,26.593999999999998
1278,27.131000000000004
1279,26.456000000000003
1280,26.695
1281,27.21
1282,25.467
1283,26.32700000000001
1284,26.677999999999994
1285,26.839000000000002
1286,26.180999999999997
1287,25.726
1288,26.392000000000007
1289,25.79
1290,25.374000000000002
1291,26.252
1292,26.482000000000003
1293,25.723999999999997
1294,25.828999999999997
1295,26.276000000000007
1296,25.886
1297,26.691000000000003
1298,26.787
1299,26.525
1300,26.637999999999998
1301,26.058000000000003
1302,26.282999999999998
1303,25.735999999999994
1304,26.767
1305,25.986
1306,26.224
1307,26.763999999999996
1308,26.770000000000003
1309,26.485
1310,26.782999999999994
1311,26.247
1312,25.764
1313,26.789000000000005
1314,26.576000000000004
1315,26.344
1316,25.851999999999997
1317,26.980999999999998
1318,26.811
1319,26.295
1320,25.087999999999997
1321,25.993999999999993
1322,25.586
1323,26.929000000000006
1324,25.931000000000004
1325,26.139
1326,25.981000000000005
1327,26.813999999999997
1328,26.316999999999997
1329,26.288
1330,26.743
1331,26.878
1332,26.628999999999998
1333,26.414999999999992
1334,27.012000000000004
1335,26.932000000000006
1336,25.909000000000006
1337,26.372000000000003
1338,26.29
1339,25.516999999999992
1340,25.967000000000002
1341,25.878
1342,26.069000000000003
1343,26.746
1344,25.93
1345,25.914
1346,26.386999999999997
1347,25.801
1348,25.234999999999996
1349,25.696000000000005
1350,25.566
1351,25.805000000000003
1352,26.015
1353,26.239
1354,26.552
1355,26.212999999999997
1356,34.346
1357,26.195999999999998
1358,26.398000000000007
1359,26.009000000000004
1360,25.873
1361,26.496
1362,25.607000000000003
1363,25.283999999999995
1364,25.603
1365,26.068
1366,27.149999999999995
1367,25.853
1368,26.443
1369,26.372999999999998
1370,26.183000000000003
1371,26.075
1372,25.632999999999996
1373,25.962999999999997
1374,25.557
1375,26.535
1376,26.373999999999995
1377,26.394999999999992
1378,25.706999999999997
1379,25.900000000000006
1380,25.473999999999997
1381,25.993
1382,25.377999999999997
1383,25.840999999999994
1384,25.837
1385,25.731999999999992
1386,25.977000000000004
1387,25.791999999999998
1388,25.407000000000004
1389,25.769999999999996
1390,25.796
1391,26.005
1392,25.789
1393,26.963
1394,25.908999999999995
1395,25.980000000000004
1396,26.016000000000005
1397,26.146
1398,24.929999999999996
1399,25.874000000000002
1400,26.495
1401,25.441000000000003
1402,26.173000000000002
1403,26.404
1404,25.098999999999997
1405,26.51400000000001
1406,25.381999999999998
1407,25.814999999999994
1408,25.871000000000002
1409,26.123
1410,26.305000000000003
1411,25.98
1412,25.572000000000006
1413,25.913
1414,26.791999999999994
1415,25.983
1416,26.740000000000006
1417,26.223999999999997
1418,26.139
1419,26.498999999999995
1420,25.587000000000003
1421,26.571000000000005
1422,26.155
1423,26.000999999999994
1424,25.436
1425,26.078000000000003
1426,25.865
1427,25.843000000000004
1428,25.372999999999994
1429,25.83
1430,25.876000000000005
1431,26.460999999999995
1432,25.653999999999996
1433,26.398000000000003
1434,26.09
1435,25.564999999999994
1436,25.802
1437,25.702
1438,25.216000000000008
1439,25.66
1440,26.234999999999996
1441,25.909000000000002
1442,26.660999999999998
1443,25.748
1444,25.506000000000004
1445,25.832000000000004
1446,25.494
1447,25.150999999999996
1448,26.296
1449,25.939999999999994
1450,26.951
1451,25.528000000000002
1452,25.587999999999997
1453,26.101
1454,26.008999999999997
1455,25.773000000000003
1456,26.581000000000003
1457,25.717000000000002
1458,25.772
1459,26.394000000000002
1460,26.846
1461,26.343000000000004
1462,26.244
1463,26.853
1464,26.291999999999998
1465,26.791999999999998
1466,26.904999999999994
1467,27.037999999999997
1468,26.767
1469,26.272000000000006
1470,26.787
1471,26.799999999999997
1472,26.906999999999993
1473,26.316
1474,26.738999999999997
1475,26.868999999999996
1476,26.757
1477,27.188
1478,26.421000000000003
1479,26.386999999999997
1480,26.084000000000007
1481,26.527
1482,26.145
1483,26.52
1484,26.583000000000002
1485,26.321999999999992
1486,26.857000000000003
1487,26.817999999999998
1488,26.785
1489,26.573999999999998
1490,25.967000000000002
1491,26.648000000000007
1492,26.558000000000003
1493,25.989000000000004
1494,26.965999999999998
1495,26.779
1496,26.265
1497,26.63
1498,26.503999999999998
1499,26.178999999999995
1500,26.383000000000003
1501,27.313
1502,26.809
1503,26.311999999999998
1504,26.898999999999997
1505,26.236000000000004
1506,26.473000000000003
1507,25.459
1508,26.162
1509,25.592000000000002
1510,25.449
1511,25.776000000000003
1512,25.717
1513,25.945999999999998
1514,25.573999999999998
1515,25.83999999999999
1516,25.374000000000002
1517,25.519000000000002
1518,26.017
1519,26.182999999999996
1520,25.961
1521,25.85
1522,25.553
1523,25.702999999999996
1524,26.079999999999995
1525,26.070999999999998
1526,26.272
1527,26.662
1528,25.155
1529,25.67899999999999
1530,25.817000000000004
1531,25.79999999999999
1532,25.671000000000003
1533,25.894000000000002
1534,26.583000000000002
1535,25.237
1536,26.572000000000003
1537,26.318000000000005
1538,25.917
1539,26.259000000000004
1540,25.903999999999996
1541,25.938999999999993
1542,25.748999999999995
1543,25.912000000000003
1544,25.439
1545,25.509
1546,25.996000000000002
1547,26.381000000000004
1548,26.348000000000003
1549,25.627000000000002
1550,25.565
1551,26.382999999999996
1552,26.055000000000003
1553,26.822000000000006
1554,25.0
1555,26.526
1556,26.428999999999995
1557,25.993
1558,26.267000000000003
1559,26.857000000000003
1560,26.014000000000006
1561,25.87
1562,25.729
1563,25.337999999999997
1564,25.43
1565,25.16399999999999
1566,25.36399999999999
1567,26.201000000000004
1568,26.188000000000002
1569,25.848
1570,26.513999999999996
1571,26.468999999999998
1572,26.403
1573,26.392999999999997
1574,25.503
1575,26.178
1576,26.457000000000004
1577,24.108
1578,25.185000000000006
1579,25.815
1580,26.616000000000003
1581,26.611000000000004
1582,26.236
1583,24.983999999999995
1584,25.673000000000002
1585,26.083000000000002
1586,27.112
1587,26.381
1588,26.219999999999995
1589,26.781999999999996
1590,26.501999999999995
1591,26.087000000000003
1592,26.602999999999998
