,scores
128,-0.554
129,-0.523
130,-0.29
131,-0.35999999999999993
132,-0.4570000000000001
133,-0.42700000000000005
134,-0.6410000000000001
135,-0.601
136,-0.30499999999999994
137,-0.319
138,-0.324
139,-0.2900000000000001
140,-0.41600000000000004
141,-0.38799999999999996
142,-0.46
143,-0.45199999999999996
144,-0.4
145,-0.417
146,-0.314
147,-0.39199999999999996
148,-0.38499999999999984
149,-0.3459999999999999
150,-0.3660000000000001
151,-0.4720000000000001
152,-0.42000000000000015
153,-0.43200000000000005
154,-0.42200000000000004
155,-0.364
156,-0.37200000000000005
157,-0.35
158,-0.428
159,-0.38800000000000007
160,-0.40800000000000003
161,-0.316
162,-0.34199999999999997
163,-0.265
164,-0.15599999999999997
165,-0.23399999999999996
166,-0.39799999999999996
167,-0.20600000000000004
168,-0.266
169,-0.17000000000000004
170,-0.048
171,-0.088
172,-0.234
173,-0.2
174,-0.21600000000000003
175,-0.11400000000000005
176,-0.10600000000000001
177,-0.14400000000000002
178,-0.17800000000000002
179,-0.172
180,-0.16599999999999998
181,-0.154
182,-0.19199999999999995
183,-0.11399999999999999
184,-0.168
185,-0.188
186,-0.17
187,-0.09799999999999999
188,-0.07799999999999999
189,-0.06000000000000001
190,-0.24200000000000002
191,-0.102
192,-0.092
193,-0.11400000000000002
194,-0.044
195,-0.07200000000000001
196,-0.12200000000000001
197,-0.146
198,-0.098
199,-0.132
200,-0.068
201,-0.11599999999999998
202,-0.16399999999999998
203,-0.106
204,-0.106
205,-0.16999999999999996
206,-0.08000000000000002
207,-0.11599999999999999
208,-0.08600000000000002
209,-0.13200000000000003
210,-0.072
211,-0.106
212,-0.094
213,-0.06499999999999999
214,-0.088
215,-0.13999999999999999
216,-0.154
217,-0.1
218,-0.068
219,-0.06100000000000001
220,-0.102
221,-0.09200000000000001
222,-0.066
223,-0.096
224,-0.09799999999999999
225,-0.148
226,-0.07400000000000001
227,-0.078
228,-0.144
229,-0.07399999999999998
230,-0.10799999999999998
231,-0.12599999999999997
232,-0.05
233,-0.06400000000000002
234,-0.092
235,-0.106
236,-0.068
237,-0.098
238,-0.05800000000000001
239,-0.07600000000000001
240,-0.12
241,-0.10200000000000001
242,-0.034
243,-0.094
244,-0.07400000000000001
245,-0.11800000000000002
246,-0.122
247,-0.08
248,-0.06199999999999999
249,-0.08800000000000001
250,-0.024
251,-0.024000000000000004
252,-0.07600000000000001
253,-0.064
254,-0.09000000000000002
255,-0.06000000000000001
256,-0.088
257,-0.092
258,-0.084
259,-0.068
260,-0.10399999999999997
261,-0.05
262,-0.10200000000000001
263,-0.06699999999999999
264,-0.098
265,-0.04
266,-0.106
267,-0.06400000000000002
268,-0.11199999999999999
269,-0.08
270,-0.08800000000000001
271,-0.132
272,-0.12999999999999998
273,-0.05600000000000001
274,-0.084
275,-0.118
276,-0.07
277,-0.14800000000000002
278,-0.09600000000000002
279,-0.114
280,-0.142
281,-0.11199999999999999
282,-0.046
283,-0.10800000000000001
284,-0.07599999999999998
285,-0.131
286,-0.09
287,-0.129
288,-0.05399999999999999
289,-0.11199999999999997
290,-0.08200000000000002
291,-0.121
292,-0.15200000000000002
293,-0.09
294,-0.11199999999999997
295,-0.162
296,-0.102
297,0.028000000000000008
298,0.05200000000000001
299,0.010000000000000002
300,0.041999999999999996
301,0.055999999999999994
302,0.038000000000000006
303,0.05000000000000001
304,0.04800000000000001
305,0.05
306,0.006000000000000005
307,0.05800000000000001
308,0.048
309,0.022000000000000002
310,0.04800000000000001
311,0.076
312,0.012000000000000002
313,0.03
314,0.052000000000000005
315,-7.216449660063518e-18
316,0.10599999999999998
317,0.03799999999999999
318,0.132
319,0.078
320,0.03
321,0.11999999999999998
322,-0.007999999999999997
323,-0.025999999999999995
324,-0.044000000000000004
325,0.05
326,0.07
327,0.08999999999999998
328,0.078
329,0.08600000000000002
330,0.048
331,0.11399999999999999
332,0.066
333,0.02
334,0.07
335,0.052000000000000005
336,0.05800000000000002
337,0.11199999999999999
338,0.06400000000000002
339,0.106
340,0.08
341,0.026000000000000006
342,0.128
343,0.05799999999999999
344,0.046000000000000006
345,0.06999999999999999
346,0.11999999999999998
347,0.016000000000000004
348,0.061000000000000006
349,0.08
350,0.042
351,0.08
352,0.05000000000000001
353,0.07400000000000001
354,0.04800000000000001
355,0.08599999999999998
356,0.09200000000000001
357,0.11800000000000001
358,0.05800000000000002
359,0.099
360,0.06199999999999999
361,0.04199999999999998
362,0.05400000000000001
363,0.07
364,0.06000000000000001
365,0.086
366,0.03200000000000001
367,0.078
368,0.074
369,0.029999999999999995
370,0.10200000000000001
371,0.068
372,0.13200000000000003
373,0.046
374,0.034
375,0.1
376,0.11000000000000001
377,0.055999999999999994
378,0.062
379,0.092
380,0.06600000000000002
381,0.023999999999999994
382,0.1
383,0.056000000000000015
384,0.01800000000000001
385,0.046
386,0.10600000000000001
387,0.04
388,0.07
389,0.068
390,0.102
391,0.05599999999999999
392,0.027999999999999997
393,0.08
394,0.08700000000000001
395,0.07
396,0.032
397,0.086
398,0.11
399,0.057999999999999996
400,0.044
401,0.113
402,0.013999999999999999
403,0.11999999999999998
404,0.08999999999999998
405,0.13299999999999998
406,0.055999999999999994
407,0.027999999999999997
408,0.12000000000000002
409,0.04200000000000001
410,0.062
411,0.014000000000000004
412,0.007999999999999997
413,0.057999999999999996
414,0.07399999999999998
415,0.098
416,0.06
417,0.028000000000000004
418,0.078
419,0.06
420,0.055
421,0.048
422,0.11800000000000001
423,0.10799999999999998
424,0.05199999999999999
425,0.066
426,0.094
427,0.07
428,0.07600000000000001
429,0.11800000000000001
430,0.06
431,0.05599999999999999
432,0.04800000000000001
433,0.102
434,0.11200000000000002
435,0.05600000000000001
436,0.07000000000000002
437,0.09400000000000003
438,0.076
439,0.13
440,0.08000000000000002
441,0.06
442,0.068
443,0.061
444,0.062
445,0.08199999999999999
446,0.03999999999999999
447,0.07
448,0.12000000000000002
449,0.11600000000000002
450,0.13
451,0.066
452,0.15000000000000002
453,0.051000000000000004
454,0.05600000000000001
455,0.011999999999999997
456,0.032
457,0.078
458,0.126
459,0.07200000000000001
460,0.09
461,0.11599999999999999
462,0.04800000000000001
463,0.092
464,0.122
465,0.0020000000000000044
466,0.09399999999999999
467,0.042
468,0.06200000000000001
469,0.07600000000000003
470,-0.01
471,-0.013999999999999995
472,0.016000000000000004
473,0.09
474,0.038000000000000006
475,0.05
476,0.084
477,0.09999999999999998
478,0.126
479,0.07799999999999999
480,0.118
481,0.044
482,0.11200000000000002
483,0.122
484,0.14200000000000002
485,0.13600000000000004
486,0.106
487,0.09
488,0.16599999999999998
489,0.08800000000000001
490,0.15
491,0.17200000000000004
492,0.099
493,0.14200000000000002
494,0.12200000000000003
495,0.134
496,0.09400000000000003
497,0.154
498,0.10799999999999998
499,0.11200000000000003
500,0.094
501,0.12200000000000001
502,0.21599999999999997
503,0.14800000000000002
504,0.07
505,0.142
506,0.06799999999999999
507,0.13799999999999998
508,0.19000000000000003
509,0.034
510,0.068
511,0.132
512,0.08400000000000002
513,0.14
514,0.15199999999999997
515,0.06600000000000002
516,0.13
517,0.133
518,0.08800000000000001
519,0.10400000000000001
520,0.068
521,0.17
522,0.055
523,0.15
524,0.13799999999999998
525,0.154
526,0.132
527,0.126
528,0.132
529,0.11
530,0.11699999999999999
531,0.136
532,0.19399999999999998
533,0.146
534,0.19200000000000003
535,0.118
536,0.21999999999999997
537,0.158
538,0.146
539,0.12600000000000003
540,0.10999999999999999
541,0.14400000000000002
542,0.16
543,0.18
544,0.10999999999999999
545,0.11599999999999999
546,0.12399999999999999
547,0.21399999999999994
548,0.18
549,0.102
550,0.154
551,0.10399999999999998
552,0.132
553,0.15400000000000003
554,0.15200000000000002
555,0.136
556,0.156
557,0.020000000000000004
558,0.10400000000000002
559,0.124
560,0.13
561,0.17999999999999997
562,0.16699999999999998
563,0.14800000000000002
564,0.21400000000000005
565,0.074
566,0.11199999999999999
567,0.122
568,0.118
569,0.16
570,0.137
571,0.156
572,0.13999999999999999
573,0.14200000000000002
574,0.11199999999999999
575,0.15
576,0.09999999999999998
577,0.11199999999999999
578,0.11199999999999997
579,0.154
580,0.136
581,0.07800000000000001
582,0.14200000000000002
583,0.14400000000000002
584,0.10400000000000004
585,0.126
586,0.08800000000000001
587,0.1
588,0.15000000000000002
589,0.148
590,0.128
591,0.137
592,0.11199999999999999
593,0.16
594,0.15599999999999997
595,0.12
596,0.13799999999999998
597,0.06800000000000002
598,0.08200000000000002
599,0.15200000000000002
600,0.07600000000000001
601,0.18400000000000002
602,0.021999999999999992
603,0.076
604,0.07999999999999999
605,0.136
606,0.092
607,0.07
608,0.14400000000000002
609,0.14200000000000002
610,0.13799999999999998
611,0.16200000000000003
612,0.163
613,0.12999999999999998
614,0.242
615,0.07600000000000001
616,0.09000000000000002
617,0.17
618,0.17000000000000004
619,0.086
620,0.14400000000000002
621,0.11899999999999998
622,0.158
623,0.162
624,0.14
625,0.14300000000000002
626,0.09600000000000002
627,0.21
628,0.166
629,0.166
630,0.18
631,0.19799999999999998
632,0.18000000000000005
633,0.158
634,0.184
635,0.106
636,0.128
637,0.126
638,0.192
639,0.08400000000000002
640,0.15
641,0.126
642,0.176
643,0.14600000000000002
644,0.1
645,0.15600000000000003
646,0.166
647,0.169
648,0.12399999999999999
649,0.128
650,0.102
651,0.08999999999999997
652,0.15800000000000003
653,0.16999999999999996
654,0.152
655,0.17800000000000005
656,0.15000000000000002
657,0.21500000000000002
658,0.15200000000000002
659,0.11199999999999999
660,0.14799999999999996
661,0.128
662,0.15200000000000002
663,0.14
664,0.086
665,0.124
666,0.088
667,0.16699999999999998
668,0.11800000000000001
669,0.13399999999999998
670,0.14800000000000002
671,0.15
672,0.134
673,0.142
674,0.19400000000000003
675,0.114
676,0.10399999999999998
677,0.12
678,0.17300000000000004
679,0.124
680,0.08499999999999998
681,0.166
682,0.15
683,0.096
684,0.143
685,0.16
686,0.17599999999999993
687,0.142
688,0.11900000000000001
689,0.18599999999999997
690,0.12400000000000003
691,0.132
692,0.14600000000000002
693,0.07600000000000001
694,0.1
695,0.14200000000000002
696,0.09799999999999999
697,0.17600000000000002
698,0.16
699,0.14800000000000002
700,0.10299999999999997
701,0.18500000000000003
702,0.14800000000000002
703,0.14800000000000002
704,0.13
705,0.07200000000000001
706,0.162
707,0.14
708,0.14400000000000002
709,0.146
710,0.18000000000000005
711,0.09000000000000002
712,0.18799999999999997
713,0.128
714,0.234
715,0.2
716,0.122
717,0.13799999999999998
718,0.11000000000000001
719,0.19399999999999998
720,0.122
721,0.20199999999999999
722,0.11400000000000002
723,0.12800000000000003
724,0.12599999999999997
725,0.13599999999999998
726,0.088
727,0.106
728,0.122
729,0.154
730,0.142
731,0.11200000000000002
732,0.14600000000000002
733,0.134
734,0.151
735,0.16599999999999998
736,0.09399999999999999
737,0.11800000000000001
738,0.15
739,0.08199999999999999
740,0.091
741,0.05000000000000001
742,0.017999999999999995
743,0.10400000000000002
744,0.172
745,0.07000000000000002
746,0.07400000000000001
747,0.07600000000000001
748,0.044000000000000004
749,0.07
750,0.11599999999999999
751,0.19
752,0.08399999999999999
753,0.059000000000000004
754,0.19399999999999998
755,0.14200000000000002
756,0.15000000000000002
757,0.196
758,0.12200000000000001
759,0.17499999999999996
760,0.15200000000000002
761,0.13
762,0.09999999999999998
763,0.10600000000000001
764,0.1
765,0.2
766,0.12
767,0.08199999999999999
768,0.16
769,0.148
770,0.11199999999999999
771,0.14200000000000002
772,0.11800000000000001
773,0.128
774,0.134
775,0.19400000000000003
776,0.14600000000000002
777,0.106
778,0.136
779,0.12
780,0.11200000000000002
781,0.228
782,0.156
783,0.134
784,0.154
785,0.18599999999999997
786,0.126
787,0.15600000000000003
788,0.162
789,0.11999999999999998
790,0.17000000000000004
791,0.182
792,0.18600000000000003
793,0.21600000000000003
794,0.09600000000000002
795,0.222
796,0.18600000000000003
797,0.142
798,0.088
799,0.17800000000000002
800,0.168
801,0.12499999999999999
802,0.16700000000000004
803,0.16999999999999996
804,0.11400000000000005
805,0.142
806,0.184
807,0.18400000000000002
808,0.15400000000000003
809,0.14
810,0.146
811,0.128
812,0.154
813,0.172
814,0.131
815,0.158
816,0.088
817,0.10999999999999999
818,0.138
819,0.132
820,0.192
821,0.14800000000000002
822,0.17800000000000002
823,0.21800000000000005
824,0.162
825,0.114
826,0.15400000000000003
827,0.19600000000000006
828,0.16200000000000003
829,0.14800000000000002
830,0.134
831,0.20299999999999996
832,0.17400000000000002
833,0.17600000000000005
834,0.19200000000000003
835,0.21000000000000005
836,0.136
837,0.20400000000000001
838,0.126
839,0.11199999999999999
840,0.155
841,0.142
842,0.14600000000000002
843,0.176
844,0.126
845,0.14400000000000002
846,0.10400000000000002
847,0.21
848,0.21799999999999997
849,0.258
850,0.20800000000000002
851,0.19600000000000006
852,0.17600000000000002
853,0.198
854,0.25
855,0.24600000000000002
856,0.16399999999999998
857,0.23399999999999996
858,0.19799999999999998
859,0.243
860,0.21200000000000002
861,0.22399999999999998
862,0.228
863,0.24800000000000005
864,0.184
865,0.23800000000000002
866,0.196
867,0.235
868,0.196
869,0.15
870,0.16399999999999998
871,0.18400000000000005
872,0.18599999999999997
873,0.19199999999999995
874,0.248
875,0.17400000000000002
876,0.244
877,0.19
878,0.18999999999999997
879,0.18200000000000002
880,0.212
881,0.18200000000000002
882,0.22399999999999998
883,0.22200000000000003
884,0.20800000000000002
885,0.203
886,0.174
887,0.17400000000000002
888,0.16599999999999998
889,0.20500000000000004
890,0.22599999999999998
891,0.17400000000000002
892,0.212
893,0.17799999999999996
894,0.126
895,0.172
896,0.19800000000000004
897,0.16299999999999998
898,0.158
899,0.15999999999999998
900,0.17800000000000002
901,0.214
902,0.18599999999999997
903,0.254
904,0.21600000000000003
905,0.258
906,0.21600000000000005
907,0.18799999999999997
908,0.17
909,0.20200000000000007
910,0.20199999999999999
911,0.20600000000000002
912,0.23800000000000002
913,0.218
914,0.192
915,0.226
916,0.20200000000000004
917,0.20400000000000001
918,0.19000000000000003
919,0.16799999999999998
920,0.19399999999999998
921,0.13799999999999998
922,0.136
923,0.174
924,0.145
925,0.15800000000000003
926,0.21999999999999997
927,0.168
928,0.158
929,0.166
930,0.134
931,0.19599999999999998
932,0.214
933,0.2
934,0.19
935,0.20400000000000001
936,0.21099999999999997
937,0.199
938,0.19400000000000003
939,0.14200000000000002
940,0.226
941,0.17800000000000002
942,0.162
943,0.16999999999999996
944,0.22799999999999998
945,0.203
946,0.17999999999999997
947,0.15400000000000003
948,0.24400000000000002
949,0.212
950,0.218
951,0.20600000000000002
952,0.21099999999999997
953,0.158
954,0.18600000000000003
955,0.18600000000000003
956,0.17
957,0.156
958,0.15599999999999997
959,0.252
960,0.182
961,0.24599999999999997
962,0.18600000000000005
963,0.16799999999999998
964,0.21
965,0.19399999999999998
966,0.21800000000000005
967,0.21000000000000005
968,0.168
969,0.22400000000000003
970,0.21800000000000005
971,0.21400000000000002
972,0.18
973,0.18799999999999997
974,0.18099999999999997
975,0.20199999999999999
976,0.24
977,0.23
978,0.21
979,0.248
980,0.162
981,0.272
982,0.21799999999999997
983,0.16399999999999998
984,0.20000000000000004
985,0.18799999999999997
986,0.192
987,0.184
988,0.23
989,0.128
990,0.19599999999999998
991,0.154
992,0.16400000000000003
993,0.21200000000000002
994,0.252
995,0.15600000000000003
996,0.21400000000000002
997,0.154
998,0.134
999,0.18400000000000005
1000,0.25
1001,0.218
1002,0.16999999999999996
1003,0.124
1004,0.19400000000000003
1005,0.18
1006,0.17400000000000002
1007,0.204
1008,0.25299999999999995
1009,0.14200000000000002
1010,0.14600000000000002
1011,0.14400000000000002
1012,0.16399999999999998
1013,0.092
1014,0.15599999999999997
1015,0.146
1016,0.16799999999999998
1017,0.17200000000000004
1018,0.19399999999999998
1019,0.18399999999999994
1020,0.22199999999999995
1021,0.20199999999999999
1022,0.254
1023,0.218
1024,0.174
1025,0.12
1026,0.18
1027,0.18
1028,0.20000000000000004
1029,0.20999999999999996
1030,0.22
1031,0.21799999999999997
1032,0.226
1033,0.19
1034,0.17800000000000002
1035,0.248
1036,0.20000000000000004
1037,0.18599999999999997
1038,0.20399999999999996
1039,0.23
1040,0.228
1041,0.21399999999999994
1042,0.214
1043,0.176
1044,0.188
1045,0.198
1046,0.26
1047,0.17600000000000002
1048,0.23399999999999999
1049,0.237
1050,0.16599999999999998
1051,0.223
1052,0.19799999999999998
1053,0.19
1054,0.206
1055,0.18799999999999997
1056,0.17800000000000005
1057,0.198
1058,0.23199999999999998
1059,0.218
1060,0.168
1061,0.27
1062,0.218
1063,0.274
1064,0.18
1065,0.248
1066,0.17799999999999996
1067,0.22
1068,0.214
1069,0.19599999999999998
1070,0.168
1071,0.23600000000000004
1072,0.19600000000000006
1073,0.17200000000000004
1074,0.18600000000000003
1075,0.21000000000000005
1076,0.20600000000000002
1077,0.195
1078,0.248
1079,0.18400000000000002
1080,0.21
1081,0.22000000000000003
1082,0.24400000000000002
1083,0.21600000000000005
1084,0.16399999999999998
1085,0.204
1086,0.23600000000000002
1087,0.18599999999999997
1088,0.22799999999999998
1089,0.22200000000000003
1090,0.158
1091,0.222
1092,0.18199999999999997
1093,0.20800000000000002
1094,0.176
1095,0.23199999999999998
1096,0.16
1097,0.2
1098,0.228
1099,0.23000000000000004
1100,0.168
1101,0.21400000000000005
1102,0.15800000000000003
1103,0.228
1104,0.19
1105,0.18
1106,0.19599999999999998
1107,0.156
1108,0.19399999999999998
1109,0.222
1110,0.176
1111,0.2
1112,0.135
1113,0.16399999999999998
1114,0.28600000000000003
1115,0.16399999999999998
1116,0.18600000000000005
1117,0.22000000000000003
1118,0.2
1119,0.18400000000000002
1120,0.24000000000000005
1121,0.26799999999999996
1122,0.17800000000000002
1123,0.14600000000000002
1124,0.205
1125,0.20199999999999999
1126,0.22599999999999998
1127,0.24000000000000005
1128,0.22199999999999995
1129,0.18600000000000005
1130,0.18
1131,0.23999999999999996
1132,0.16799999999999998
1133,0.18200000000000005
1134,0.16200000000000003
1135,0.18400000000000002
1136,0.214
1137,0.19
1138,0.2
1139,0.18999999999999997
1140,0.19400000000000003
1141,0.20400000000000001
1142,0.19200000000000003
1143,0.192
1144,0.212
1145,0.25
1146,0.18900000000000003
1147,0.23
1148,0.17400000000000002
1149,0.204
1150,0.14200000000000002
1151,0.21600000000000003
1152,0.22000000000000003
1153,0.214
1154,0.14800000000000002
1155,0.254
1156,0.19200000000000003
1157,0.166
1158,0.264
1159,0.126
1160,0.172
1161,0.13500000000000004
1162,0.206
1163,0.182
1164,0.12200000000000001
1165,0.18400000000000002
1166,0.25600000000000006
1167,0.174
1168,0.22200000000000003
1169,0.22399999999999995
1170,0.22400000000000003
1171,0.18400000000000002
1172,0.20799999999999996
1173,0.196
1174,0.196
1175,0.15600000000000003
1176,0.252
1177,0.22400000000000003
1178,0.21800000000000005
1179,0.16199999999999995
1180,0.23
1181,0.21200000000000002
1182,0.17800000000000005
1183,0.17
1184,0.19400000000000003
1185,0.16
1186,0.22
1187,0.19999999999999996
1188,0.19
1189,0.244
1190,0.136
1191,0.21400000000000002
1192,0.22
1193,0.17200000000000004
1194,0.23400000000000007
1195,0.272
1196,0.25299999999999995
1197,0.26
1198,0.19999999999999996
1199,0.212
1200,0.198
1201,0.18799999999999997
1202,0.19999999999999993
1203,0.276
1204,0.234
1205,0.19799999999999998
1206,0.23600000000000002
1207,0.20800000000000002
1208,0.23800000000000002
1209,0.22800000000000004
1210,0.23
1211,0.19200000000000003
1212,0.228
1213,0.20800000000000002
1214,0.18799999999999997
1215,0.17800000000000005
1216,0.206
1217,0.22600000000000006
1218,0.20800000000000002
1219,0.222
1220,0.184
1221,0.148
1222,0.218
1223,0.192
1224,0.18599999999999997
1225,0.184
1226,0.21200000000000002
1227,0.22899999999999998
1228,0.264
1229,0.19999999999999996
1230,0.214
1231,0.218
1232,0.29400000000000004
1233,0.158
1234,0.23799999999999996
1235,0.21400000000000002
1236,0.26400000000000007
1237,0.218
1238,0.26
1239,0.22399999999999998
1240,0.20499999999999996
1241,0.18999999999999997
1242,0.25999999999999995
1243,0.244
1244,0.18999999999999997
1245,0.242
1246,0.21399999999999994
1247,0.18400000000000002
1248,0.22400000000000003
1249,0.193
1250,0.20000000000000004
1251,0.27
1252,0.152
1253,0.196
1254,0.24599999999999994
1255,0.22400000000000003
1256,0.23800000000000002
1257,0.19599999999999998
1258,0.222
1259,0.20199999999999999
1260,0.24100000000000002
1261,0.17999999999999997
1262,0.228
1263,0.26799999999999996
1264,0.22799999999999998
1265,0.24000000000000005
1266,0.14400000000000002
1267,0.19000000000000003
1268,0.18600000000000005
1269,0.156
1270,0.17799999999999996
1271,0.15
1272,0.214
1273,0.207
1274,0.21799999999999997
1275,0.27
1276,0.19799999999999998
1277,0.256
1278,0.25800000000000006
1279,0.27399999999999997
1280,0.218
1281,0.25799999999999995
1282,0.18600000000000003
1283,0.20799999999999996
1284,0.23200000000000004
1285,0.192
1286,0.124
1287,0.18600000000000005
1288,0.15599999999999997
1289,0.18599999999999997
1290,0.154
1291,0.18
1292,0.21199999999999997
1293,0.16799999999999998
1294,0.134
1295,0.21999999999999997
1296,0.19
1297,0.16399999999999998
1298,0.22400000000000003
1299,0.20799999999999996
1300,0.23
1301,0.196
1302,0.19200000000000006
1303,0.12599999999999997
1304,0.17799999999999996
1305,0.19
1306,0.14
1307,0.182
1308,0.22799999999999998
1309,0.17999999999999997
1310,0.16799999999999998
1311,0.15
1312,0.15000000000000002
1313,0.204
1314,0.22
1315,0.23400000000000007
1316,0.17999999999999997
1317,0.20200000000000004
1318,0.239
1319,0.184
1320,0.11400000000000002
1321,0.158
1322,0.188
1323,0.23000000000000004
1324,0.18200000000000002
1325,0.204
1326,0.136
1327,0.17699999999999996
1328,0.204
1329,0.22
1330,0.20200000000000007
1331,0.20199999999999999
1332,0.21599999999999997
1333,0.23
1334,0.22
1335,0.22400000000000003
1336,0.192
1337,0.252
1338,0.19199999999999995
1339,0.196
1340,0.26599999999999996
1341,0.20199999999999999
1342,0.19399999999999998
1343,0.22200000000000003
1344,0.212
1345,0.268
1346,0.20200000000000004
1347,0.196
1348,0.19800000000000004
1349,0.18600000000000003
1350,0.17799999999999996
1351,0.25999999999999995
1352,0.19400000000000003
1353,0.24
1354,0.25999999999999995
1355,0.157
1356,0.11899999999999998
1357,0.20200000000000004
1358,0.24
1359,0.16400000000000003
1360,0.176
1361,0.21200000000000002
1362,0.25400000000000006
1363,0.13999999999999999
1364,0.236
1365,0.22799999999999992
1366,0.268
1367,0.20799999999999996
1368,0.272
1369,0.262
1370,0.308
1371,0.18600000000000003
1372,0.21400000000000002
1373,0.192
1374,0.22400000000000003
1375,0.24200000000000002
1376,0.17600000000000002
1377,0.254
1378,0.184
1379,0.19400000000000003
1380,0.176
1381,0.18599999999999997
1382,0.136
1383,0.19199999999999995
1384,0.20600000000000002
1385,0.21899999999999997
1386,0.244
1387,0.254
1388,0.18200000000000002
1389,0.17199999999999996
1390,0.158
1391,0.19399999999999995
1392,0.24000000000000005
1393,0.18900000000000006
1394,0.17600000000000005
1395,0.218
1396,0.228
1397,0.24400000000000005
1398,0.136
1399,0.22699999999999998
1400,0.24500000000000002
1401,0.24599999999999997
1402,0.244
1403,0.19599999999999998
1404,0.13
1405,0.264
1406,0.19200000000000003
1407,0.22399999999999998
1408,0.23400000000000007
1409,0.228
1410,0.26600000000000007
1411,0.22400000000000003
1412,0.2
1413,0.196
1414,0.24
1415,0.228
1416,0.21800000000000005
1417,0.21400000000000005
1418,0.182
1419,0.21199999999999997
1420,0.24799999999999997
1421,0.174
1422,0.28800000000000003
1423,0.21599999999999997
1424,0.176
1425,0.21599999999999994
1426,0.26
1427,0.20199999999999999
1428,0.23799999999999996
1429,0.21199999999999997
1430,0.26
1431,0.21599999999999997
1432,0.27199999999999996
1433,0.242
1434,0.18399999999999994
1435,0.23800000000000002
1436,0.22000000000000003
1437,0.21999999999999997
1438,0.17599999999999993
1439,0.23200000000000004
1440,0.204
1441,0.242
1442,0.24400000000000002
1443,0.23199999999999998
1444,0.23200000000000004
1445,0.17599999999999993
1446,0.22000000000000003
1447,0.15600000000000003
1448,0.24200000000000002
1449,0.17
1450,0.244
1451,0.19400000000000003
1452,0.162
1453,0.25999999999999995
1454,0.254
1455,0.19399999999999998
1456,0.24599999999999997
1457,0.25200000000000006
1458,0.16399999999999998
1459,0.21200000000000002
1460,0.23200000000000004
1461,0.18200000000000002
1462,0.26
1463,0.218
1464,0.20199999999999999
1465,0.27
1466,0.256
1467,0.266
1468,0.22400000000000003
1469,0.17999999999999997
1470,0.26999999999999996
1471,0.28
1472,0.20800000000000002
1473,0.23199999999999998
1474,0.28
1475,0.228
1476,0.248
1477,0.28400000000000003
1478,0.19399999999999998
1479,0.26399999999999996
1480,0.192
1481,0.21199999999999997
1482,0.16399999999999998
1483,0.18200000000000002
1484,0.23800000000000002
1485,0.22000000000000003
1486,0.2
1487,0.17200000000000004
1488,0.25800000000000006
1489,0.20400000000000001
1490,0.17800000000000005
1491,0.21800000000000005
1492,0.192
1493,0.19399999999999998
1494,0.27199999999999996
1495,0.24900000000000003
1496,0.228
1497,0.19399999999999998
1498,0.252
1499,0.20400000000000001
1500,0.282
